p_name	l_partkey	c_name	o_orderkey	n_name
1750466	violet goldenrod magenta lace bisque	65604	Customer#000021433	Supplier#000000617
1750466	navy lace lawn almond papaya	193758	Customer#000021433	Supplier#000008797
1773765	red dark khaki navajo snow	91916	Customer#000128228	Supplier#000009444
1773765	smoke deep dim rosy drab	121757	Customer#000128228	Supplier#000009294
2493703	lace navajo forest drab brown	54539	Customer#000083683	Supplier#000002055
2493703	maroon honeydew magenta snow burnished	102946	Customer#000083683	Supplier#000002947
2831680	steel azure coral beige black	26809	Customer#000103721	Supplier#000009312
2831680	green dim khaki blanched yellow	188476	Customer#000103721	Supplier#000000995
3160673	chiffon hot mint light bisque	86904	Customer#000050035	Supplier#000004429
3160673	blanched black rose chartreuse goldenrod	183995	Customer#000050035	Supplier#000006514
3249508	lace dodger lime almond white	114441	Customer#000099611	Supplier#000006953
3234337	navy peach frosted azure gainsboro	4629	Customer#000096424	Supplier#000007130
3234337	grey sienna ivory lemon puff	193494	Customer#000096424	Supplier#000008533
3234337	cornsilk hot deep green cream	48966	Customer#000096424	Supplier#000001471
3234337	coral burnished rosy lemon orange	160920	Customer#000096424	Supplier#000003437
3234337	almond dodger beige chocolate cyan	157819	Customer#000096424	Supplier#000002850
3597604	orchid bisque drab grey cornflower	14987	Customer#000095857	Supplier#000004988
3597604	tan misty salmon blush grey	81572	Customer#000095857	Supplier#000001573
3597604	black misty saddle goldenrod navajo	194924	Customer#000095857	Supplier#000004925
5984582	royal tomato peach dodger tan	123856	Customer#000096103	Supplier#000008881
5984582	aquamarine blush azure dark blue	33095	Customer#000096103	Supplier#000005599
5984582	blue orange orchid forest frosted	14437	Customer#000096103	Supplier#000001941
67781	peru smoke khaki olive powder	20977	Customer#000128959	Supplier#000008484
67781	steel dim dodger brown metallic	159908	Customer#000128959	Supplier#000009909
122596	lime indian cream chartreuse deep	51562	Customer#000009835	Supplier#000009078
122596	navajo snow mint aquamarine hot	98973	Customer#000009835	Supplier#000006501
4328516	azure orange burlywood lace peach	105954	Customer#000139823	Supplier#000003485
4328516	sandy ghost olive thistle blush	163880	Customer#000139823	Supplier#000001429
4328516	purple thistle drab rosy sandy	3653	Customer#000139823	Supplier#000008654
3272548	aquamarine goldenrod green papaya brown	166913	Customer#000076067	Supplier#000001946
3272548	puff orchid lavender dim salmon	72591	Customer#000076067	Supplier#000002592
3272548	sandy mint salmon chocolate burlywood	148938	Customer#000076067	Supplier#000001453
3967937	purple bisque pink midnight sky	8662	Customer#000109186	Supplier#000006163
3967937	white papaya saddle coral orchid	152563	Customer#000109186	Supplier#000005079
4311651	magenta cornflower sky lace tan	80575	Customer#000101831	Supplier#000000576
4311651	orchid puff moccasin royal chartreuse	12831	Customer#000101831	Supplier#000002832
4764774	orange moccasin antique floral firebrick	81489	Customer#000054733	Supplier#000001490
4803395	goldenrod powder floral lace honeydew	110752	Customer#000090091	Supplier#000003264
4803395	midnight azure papaya dark linen	193901	Customer#000090091	Supplier#000008940
4803395	orange gainsboro orchid firebrick dodger	63827	Customer#000090091	Supplier#000003828
3727556	dim frosted orange burnished sky	135896	Customer#000009664	Supplier#000008410
3727556	cornsilk blush almond hot brown	3424	Customer#000009664	Supplier#000003425
3958564	saddle medium hot aquamarine burnished	86609	Customer#000062968	Supplier#000001626
4644934	lime rose rosy yellow magenta	36772	Customer#000009770	Supplier#000004282
4644934	black bisque blue navy mint	117628	Customer#000009770	Supplier#000002651
4644934	orange burnished salmon mint sienna	163040	Customer#000009770	Supplier#000008073
4644934	cream medium pink aquamarine chartreuse	199980	Customer#000009770	Supplier#000002500
5325251	peach blush purple linen cornsilk	8846	Customer#000060245	Supplier#000001347
5471879	mint smoke light spring blush	118927	Customer#000146188	Supplier#000008928
5471879	moccasin blue midnight lime brown	3772	Customer#000146188	Supplier#000003773
5619713	red lavender bisque seashell navajo	128812	Customer#000023815	Supplier#000006349
1672039	dim cream lace green red	42843	Customer#000099446	Supplier#000002844
2000131	royal slate tan hot cream	96866	Customer#000131099	Supplier#000006867
2000131	saddle snow black ivory dim	5913	Customer#000131099	Supplier#000005914
2000131	bisque honeydew peru lavender beige	173919	Customer#000131099	Supplier#000001471
2366755	azure forest grey dodger misty	34256	Customer#000050008	Supplier#000009263
5470784	seashell spring dim burnished grey	21903	Customer#000006910	Supplier#000006908
2096705	royal ivory chocolate lavender blanched	174090	Customer#000105995	Supplier#000009125
2121671	almond blue lime brown tomato	31802	Customer#000033083	Supplier#000001803
2121671	puff slate lime lemon olive	108998	Customer#000033083	Supplier#000006529
2121671	floral metallic navy steel purple	119688	Customer#000033083	Supplier#000007222
2121671	grey cyan bisque lime lace	194702	Customer#000033083	Supplier#000002260
2841926	cyan blush black metallic bisque	70436	Customer#000142015	Supplier#000005451
2841926	tomato cyan goldenrod sandy firebrick	133912	Customer#000142015	Supplier#000001452
2841926	pink ghost sky blanched burlywood	47806	Customer#000142015	Supplier#000000311
2220512	slate aquamarine floral goldenrod seashell	81937	Customer#000046528	Supplier#000004446
2220512	firebrick ghost light cornflower khaki	112851	Customer#000046528	Supplier#000000385
2220512	maroon cyan metallic magenta dim	10986	Customer#000046528	Supplier#000008490
2647431	brown khaki powder blanched sienna	190866	Customer#000010282	Supplier#000000867
2647431	gainsboro peach bisque dim floral	195188	Customer#000010282	Supplier#000007708
3872580	burlywood white snow wheat medium	104767	Customer#000132635	Supplier#000007278
3872580	chartreuse cornsilk drab powder ivory	115913	Customer#000132635	Supplier#000000936
631651	dim chocolate beige magenta brown	197308	Customer#000008936	Supplier#000002347
5943781	brown seashell cyan tan dodger	86640	Customer#000139240	Supplier#000009149
217541	chocolate burnished khaki snow cyan	145001	Customer#000004765	Supplier#000007516
3360065	dark khaki sandy spring moccasin	44851	Customer#000140506	Supplier#000002364
3360065	tomato beige puff deep violet	96904	Customer#000140506	Supplier#000004432
3360065	gainsboro turquoise firebrick frosted pink	65421	Customer#000140506	Supplier#000000434
851911	antique tomato chartreuse green navy	113390	Customer#000002353	Supplier#000005902
851911	powder black frosted tomato rose	133918	Customer#000002353	Supplier#000006432
972901	antique spring coral moccasin magenta	111750	Customer#000141100	Supplier#000001751
5797411	mint azure floral almond papaya	91680	Customer#000148348	Supplier#000004190
5797411	lace sienna blanched moccasin black	177558	Customer#000148348	Supplier#000002593
5832321	blue cyan lawn frosted spring	193517	Customer#000054602	Supplier#000008556
5832321	royal aquamarine dark coral moccasin	151184	Customer#000054602	Supplier#000008730
5832321	navy brown blush navajo aquamarine	134964	Customer#000054602	Supplier#000004965
1459393	beige rose burnished sienna aquamarine	12169	Customer#000011324	Supplier#000009673
1459393	grey white metallic drab gainsboro	94566	Customer#000011324	Supplier#000004567
1914983	brown forest beige misty blue	147538	Customer#000110848	Supplier#000005081
3506854	gainsboro cornsilk firebrick blue burnished	125906	Customer#000060920	Supplier#000008419
3506854	olive goldenrod snow pink chiffon	78564	Customer#000060920	Supplier#000003579
3518496	bisque ghost rose green orchid	117775	Customer#000057401	Supplier#000000287
413762	peach midnight ghost goldenrod plum	74685	Customer#000144688	Supplier#000004686
413762	sienna goldenrod azure white chocolate	20873	Customer#000144688	Supplier#000008380
5404326	brown burlywood grey honeydew forest	67732	Customer#000073513	Supplier#000007733
5404326	orchid firebrick grey blue navy	177473	Customer#000073513	Supplier#000005025
4682433	white papaya saddle coral orchid	152563	Customer#000016207	Supplier#000000109
2639430	puff floral lace coral sandy	143960	Customer#000120922	Supplier#000001503
2639430	deep tan linen pale dark	176001	Customer#000120922	Supplier#000003553
4453058	yellow chartreuse moccasin indian dim	146863	Customer#000044035	Supplier#000001892
4740835	blush ghost cyan salmon chocolate	52235	Customer#000137068	Supplier#000009751
4740835	drab azure aquamarine rose gainsboro	103891	Customer#000137068	Supplier#000001422
5709632	brown gainsboro powder tan orchid	45868	Customer#000052516	Supplier#000005869
5709632	floral light lavender aquamarine linen	118720	Customer#000052516	Supplier#000008721
5725605	mint maroon navajo snow seashell	38994	Customer#000082415	Supplier#000006504
5725605	lawn gainsboro burlywood spring peru	164447	Customer#000082415	Supplier#000009480
2235011	moccasin black mint chartreuse brown	196003	Customer#000076567	Supplier#000003561
2235011	smoke beige blue bisque midnight	72938	Customer#000076567	Supplier#000005446
2235011	tan mint lemon indian navajo	68529	Customer#000076567	Supplier#000008530
2334433	honeydew steel sky lavender lemon	136865	Customer#000038773	Supplier#000004405
2942469	moccasin midnight grey chiffon sienna	194660	Customer#000148885	Supplier#000004661
2942469	gainsboro lace turquoise lawn dim	166451	Customer#000148885	Supplier#000001484
2831680	goldenrod pale cream maroon magenta	157946	Customer#000103721	Supplier#000007947
3583616	cyan maroon cornflower hot peach	109672	Customer#000059359	Supplier#000007203
5850915	chocolate khaki green magenta burnished	109679	Customer#000101309	Supplier#000009680
5850915	cornsilk firebrick linen lawn burnished	47202	Customer#000101309	Supplier#000004715
5850915	beige cornsilk sandy papaya ghost	183445	Customer#000101309	Supplier#000001000
5852742	plum maroon blue olive chiffon	186735	Customer#000039478	Supplier#000009254
3058020	salmon white purple sky chiffon	89304	Customer#000122822	Supplier#000006829
3058020	blanched blue lace cornflower maroon	103732	Customer#000122822	Supplier#000001263
4113155	royal pink misty lavender ghost	28636	Customer#000090490	Supplier#000001139
433380	bisque red cream thistle goldenrod	52764	Customer#000098491	Supplier#000002765
433380	ghost goldenrod royal burnished yellow	89924	Customer#000098491	Supplier#000007449
433380	blanched linen khaki chocolate bisque	140080	Customer#000098491	Supplier#000007623
511744	seashell cyan peru bisque papaya	120261	Customer#000093230	Supplier#000007798
637575	cream medium burlywood hot chocolate	181907	Customer#000019063	Supplier#000001908
637575	forest rose misty brown peach	11946	Customer#000019063	Supplier#000001947
637575	cyan puff wheat lime mint	78442	Customer#000019063	Supplier#000008443
4911393	dim chocolate beige yellow cornflower	49898	Customer#000100498	Supplier#000002403
4911393	pink slate indian beige steel	43497	Customer#000100498	Supplier#000006002
5219719	orange floral peru blanched linen	120414	Customer#000086290	Supplier#000002927
5219719	maroon firebrick green bisque navy	183765	Customer#000086290	Supplier#000006284
5219719	olive powder deep blush almond	30521	Customer#000086290	Supplier#000008031
5247169	antique powder spring papaya chocolate	151733	Customer#000137554	Supplier#000009279
5285862	bisque coral moccasin firebrick forest	146689	Customer#000126148	Supplier#000004232
5285862	orange antique brown black cyan	16697	Customer#000126148	Supplier#000004201
5285862	sandy gainsboro deep blush lemon	165752	Customer#000126148	Supplier#000008269
5285862	cyan blue mint burlywood smoke	190903	Customer#000126148	Supplier#000003423
4995363	khaki lawn pale brown pink	166577	Customer#000145102	Supplier#000001610
5325251	forest tomato cream ghost chocolate	193605	Customer#000060245	Supplier#000001163
5325251	floral burlywood burnished spring red	69954	Customer#000060245	Supplier#000004967
1474818	forest mint almond puff saddle	165837	Customer#000024341	Supplier#000005838
1750466	aquamarine green chiffon blue forest	78639	Customer#000021433	Supplier#000006161
1750466	metallic burnished salmon medium navajo	80859	Customer#000021433	Supplier#000005876
1263015	ivory purple frosted dim pale	102783	Customer#000147197	Supplier#000005294
5619713	sandy powder tan moccasin blue	140845	Customer#000023815	Supplier#000000846
5619713	firebrick slate navajo sienna pale	52865	Customer#000023815	Supplier#000000381
4248583	blue seashell light rosy floral	125783	Customer#000021529	Supplier#000008296
4576548	antique smoke thistle blanched saddle	103725	Customer#000108931	Supplier#000001256
4576548	forest cornflower black steel dim	93842	Customer#000108931	Supplier#000006352
4576548	beige slate medium tomato saddle	197772	Customer#000108931	Supplier#000002811
4576548	linen ghost burlywood blush goldenrod	146524	Customer#000108931	Supplier#000001553
4576548	snow lace royal khaki wheat	16875	Customer#000108931	Supplier#000001878
509539	linen magenta blanched burlywood antique	165417	Customer#000140866	Supplier#000005418
