count(distinct l_linenumber)
7
sum(distinct l_linenumber)	avg(distinct l_linenumber)	count(distinct l_linenumber)
171139	8691	0.08
171143	1144	0.05
171177	8729	0.07
171235	1236	0.02
171239	1240	0.06
171298	1299	0.03
171327	8879	0.08
171340	8892	0.06
171358	1359	0.04
171401	1402	0.03
171408	8960	0.01
171422	1423	0.00
171534	6569	0.01
171547	9099	0.08
171555	4073	0.00
171604	1605	0.00
171611	6646	0.04
171625	4143	0.03
171632	1633	0.01
171660	9212	0.04
171683	9235	0.00
171747	4265	0.04
171887	1888	0.08
171922	4440	0.07
171925	1926	0.07
171958	6993	0.06
171973	7008	0.03
171981	7016	0.08
171996	9548	0.02
172057	2058	0.00
172074	4592	0.05
172113	7148	0.03
172119	9671	0.02
172130	2131	0.03
172146	7181	0.02
172152	7187	0.05
172155	4673	0.00
172162	7197	0.08
172162	9714	0.01
172190	2191	0.06
172217	9769	0.05
172225	9777	0.07
172252	7287	0.05
172280	9832	0.05
172292	4810	0.02
172293	2294	0.08
172294	9846	0.05
172326	7361	0.06
172359	9911	0.00
172385	9937	0.01
172396	7431	0.06
172398	7433	0.06
172404	4922	0.01
172408	7443	0.05
172418	9970	0.05
172419	9971	0.02
172434	7469	0.03
172435	2436	0.07
172460	2461	0.08
172482	5000	0.08
172518	2519	0.02
172536	5054	0.07
172541	5059	0.01
172605	7640	0.07
172628	7663	0.07
172629	5147	0.00
172674	5192	0.04
172736	2737	0.05
172767	319	0.04
172770	2771	0.05
172852	7887	0.04
172885	437	0.06
172888	5406	0.05
172923	5441	0.08
172935	487	0.07
172957	2958	0.08
173014	5532	0.02
173015	5533	0.06
173069	5587	0.04
173131	683	0.00
173150	702	0.08
173158	5676	0.04
173163	5681	0.01
173172	8207	0.06
173191	3192	0.00
173204	8239	0.05
173223	8258	0.03
173232	5750	0.03
173239	8274	0.06
173244	796	0.06
173280	832	0.05
173320	3321	0.08
173326	878	0.01
173337	3338	0.01
173371	8406	0.07
173421	8456	0.02
173428	3429	0.01
173448	3449	0.05
173463	1015	0.01
173489	3490	0.07
173548	3549	0.03
173555	3556	0.01
173565	8600	0.02
173600	6118	0.07
173606	8641	0.07
173621	1173	0.04
173640	1192	0.08
173664	6182	0.02
173665	3666	0.05
173667	8702	0.02
173674	8709	0.05
173681	8716	0.07
173706	1258	0.06
173707	6225	0.04
173715	1267	0.07
173753	8788	0.04
173759	8794	0.07
173806	1358	0.01
173807	3808	0.03
173842	6360	0.07
173871	3872	0.02
173945	3946	0.04
173959	8994	0.03
173977	3978	0.03
173979	6497	0.01
173988	9023	0.05
173998	6516	0.08
174017	6535	0.04
174025	1577	0.01
174085	9120	0.02
174093	9128	0.08
174101	6619	0.01
174102	1654	0.07
174112	4113	0.00
174124	6642	0.02
174151	6669	0.05
174189	6707	0.00
174218	6736	0.00
174227	9262	0.04
174239	9274	0.00
174245	1797	0.07
174248	6766	0.02
174284	1836	0.05
174304	4305	0.05
174315	6833	0.07
174336	1888	0.01
174348	4349	0.00
174354	1906	0.07
174374	1926	0.02
174450	9485	0.02
174462	4463	0.04
174476	6994	0.05
174487	4488	0.00
174520	2072	0.04
174570	4571	0.08
174651	4652	0.05
174667	7185	0.04
174695	7213	0.08
174715	9750	0.01
174752	2304	0.03
174754	4755	0.00
174763	2315	0.04
174776	2328	0.08
174787	2339	0.08
174806	7324	0.01
174809	7327	0.00
174813	7331	0.05
174820	2372	0.06
174834	7352	0.06
174837	9872	0.00
174842	7360	0.07
174851	7369	0.08
174875	2427	0.05
174877	7395	0.07
174890	9925	0.02
174891	4892	0.08
174926	2478	0.06
174941	2493	0.03
174988	23	0.01
174991	4992	0.06
174993	4994	0.02
175028	63	0.02
175036	2588	0.07
175065	5066	0.06
175068	7586	0.02
175084	2636	0.00
175102	5103	0.01
175118	153	0.06
175131	2683	0.04
175145	180	0.05
175165	2717	0.00
175180	2732	0.05
175184	2736	0.05
175192	227	0.06
175212	2764	0.01
175228	5229	0.08
175251	7769	0.00
175257	5258	0.04
175265	2817	0.07
175290	325	0.06
175320	2872	0.02
175324	2876	0.03
175325	2877	0.04
175334	369	0.04
175365	2917	0.03
175376	411	0.01
175400	2952	0.01
175430	2982	0.03
175490	5491	0.07
175495	5496	0.01
175506	5507	0.04
175550	585	0.06
175587	622	0.08
175589	624	0.02
175611	3163	0.04
175628	8146	0.05
175635	3187	0.03
175666	3218	0.00
175685	3237	0.03
175693	728	0.07
175794	5795	0.02
175802	8320	0.04
175828	3380	0.00
175839	874	0.02
175858	893	0.06
175892	927	0.02
175958	5959	0.08
175980	8498	0.00
175984	3536	0.00
176001	8519	0.01
176003	3555	0.03
176053	6054	0.07
176056	6057	0.05
176070	1105	0.08
176160	3712	0.07
176169	1204	0.04
176169	8687	0.07
176179	1214	0.01
176188	8706	0.06
176190	1225	0.00
176196	6197	0.06
176212	6213	0.02
176251	3803	0.04
176269	6270	0.02
176272	6273	0.07
176279	3831	0.06
176300	3852	0.04
176323	1358	0.01
176350	6351	0.04
176350	8868	0.03
176358	1393	0.00
176363	6364	0.04
176383	1418	0.03
176385	1420	0.04
176416	1451	0.00
176427	1462	0.03
176429	6430	0.06
176451	1486	0.06
176480	1515	0.07
176498	1533	0.02
176517	6518	0.05
176520	4072	0.00
176584	1619	0.08
176636	9154	0.05
176651	4203	0.03
176662	4214	0.07
176743	9261	0.08
176762	6763	0.03
176779	4331	0.01
176791	9309	0.05
176820	4372	0.05
176862	1897	0.08
176873	9391	0.03
176914	9432	0.04
176934	6935	0.03
176947	9465	0.00
176948	1983	0.08
176970	6971	0.08
176990	2025	0.03
177013	7014	0.01
177019	9537	0.07
177034	9552	0.08
177038	2073	0.07
177060	2095	0.07
177076	2111	0.02
177103	9621	0.02
177148	9666	0.02
177159	7160	0.02
177161	4713	0.07
177189	2224	0.06
177249	7250	0.04
177261	9779	0.01
177288	7289	0.00
177295	2330	0.02
177303	2338	0.00
177315	2350	0.05
177330	9848	0.05
177363	7364	0.01
177413	2448	0.07
177427	2462	0.06
177457	7458	0.02
177505	7506	0.00
177512	2547	0.03
177515	5067	0.05
177526	2561	0.01
177529	2564	0.06
177535	53	0.01
177555	5107	0.03
177583	5135	0.00
177583	7584	0.02
177598	116	0.05
177599	117	0.08
177645	5197	0.03
177649	167	0.02
177660	5212	0.06
177684	5236	0.07
177771	289	0.01
177771	7772	0.07
177779	5331	0.04
177796	5348	0.07
177807	5359	0.04
177821	339	0.07
177840	7841	0.04
177846	7847	0.03
177847	7848	0.08
177848	7849	0.04
177866	2901	0.04
177894	2929	0.02
177903	2938	0.02
177914	5466	0.07
177936	7937	0.05
177948	466	0.05
177951	469	0.05
177966	5518	0.04
177971	489	0.08
177975	493	0.06
177984	3019	0.08
177998	7999	0.07
178050	8051	0.04
178065	5617	0.01
178067	585	0.02
178086	604	0.03
178094	3129	0.04
178139	657	0.01
178197	3232	0.07
178206	724	0.00
178236	3271	0.05
178283	5835	0.04
178289	8290	0.03
178306	824	0.05
178373	5925	0.02
178379	3414	0.00
178437	8438	0.00
178441	8442	0.03
178442	3477	0.01
178494	3529	0.01
178507	1025	0.06
178507	8508	0.03
178512	6064	0.05
178537	8538	0.03
178612	1130	0.03
178618	8619	0.06
178683	1201	0.04
178719	6271	0.04
178722	3757	0.00
178737	8738	0.04
178754	6306	0.03
178810	1328	0.01
178851	8852	0.06
178857	6409	0.03
178869	1387	0.02
178903	3938	0.02
178937	8938	0.00
179024	4059	0.04
179024	9025	0.02
179044	9045	0.08
179063	9064	0.08
179094	4129	0.03
179117	6669	0.08
179124	9125	0.00
179194	1712	0.07
179197	1715	0.01
179222	6774	0.03
179228	6780	0.07
179230	6782	0.06
179246	6798	0.00
179246	9247	0.00
179333	9334	0.01
179337	6889	0.01
179343	1861	0.06
179349	6901	0.00
179383	9384	0.08
179419	9420	0.02
179432	6984	0.07
179455	1973	0.03
179465	4500	0.06
179475	7027	0.07
179508	7060	0.03
179521	9522	0.04
179538	7090	0.04
179594	2112	0.07
179628	9629	0.03
179636	2154	0.07
179638	4673	0.08
179655	4690	0.02
179662	9663	0.02
179691	7243	0.00
179704	4739	0.03
179706	4741	0.01
179707	2225	0.02
179762	2280	0.05
179773	2291	0.01
179779	7331	0.03
179809	7361	0.05
179826	4861	0.04
179834	7386	0.02
179838	2356	0.08
179879	7431	0.08
179906	2424	0.05
179908	7460	0.00
179971	5006	0.06
179972	7524	0.04
179988	7540	0.06
180049	50	0.07
180067	5104	0.07
180119	2638	0.06
180178	7733	0.03
180186	187	0.03
180193	7748	0.04
180225	5262	0.06
180226	7781	0.06
180228	7783	0.07
180239	5276	0.04
180331	5368	0.04
180349	2868	0.07
180354	5391	0.00
180355	7910	0.04
180378	2897	0.03
180389	2908	0.08
180402	2921	0.05
180410	5447	0.05
180435	2954	0.08
180474	8029	0.02
180554	8109	0.02
180575	3094	0.03
180579	3098	0.03
180589	8144	0.04
180595	596	0.08
180616	3135	0.01
180636	8191	0.04
180641	3160	0.08
180642	3161	0.05
180656	3175	0.05
180671	3190	0.06
180729	5766	0.08
180746	747	0.01
180779	780	0.04
180789	3308	0.02
180812	5849	0.00
180829	830	0.04
180834	8389	0.00
180852	3371	0.03
180866	8421	0.07
180895	896	0.08
180897	3416	0.07
180929	3448	0.07
180934	8489	0.04
180963	964	0.05
181001	6038	0.00
181036	3555	0.04
181044	6081	0.01
181057	1058	0.02
181062	8617	0.02
181104	3623	0.04
181110	6147	0.08
181160	1161	0.07
181162	8717	0.05
181175	6212	0.01
181200	8755	0.04
181203	8758	0.02
181229	6266	0.02
181284	8839	0.01
181291	1292	0.01
181336	1337	0.03
181345	6382	0.02
181428	8983	0.08
181434	8989	0.08
181464	9019	0.08
181488	6525	0.03
181490	9045	0.05
181492	4011	0.03
181502	6539	0.14
181525	9080	0.07
181540	6577	0.05
181615	4134	0.03
181638	4157	0.05
181640	4159	0.03
181698	6735	0.00
181725	1726	0.05
181730	1731	0.05
181767	6804	0.04
181781	9336	0.02
181815	9370	0.09
181826	1827	0.02
181872	4391	0.06
181895	6932	0.03
181905	1906	0.03
181950	1951	0.02
181956	1957	0.08
182034	4553	0.01
182052	9607	0.03
182081	7118	0.08
182132	9687	0.06
182145	9700	0.02
182153	9708	0.03
182156	9711	0.04
182167	9722	0.06
182171	2172	0.06
182219	7256	0.04
182256	9811	0.06
182257	9812	0.08
182278	9833	0.08
182281	7318	0.05
182287	9842	0.00
182309	4828	0.00
182321	4840	0.01
182332	2333	0.01
182340	4859	0.00
182360	4879	0.04
182370	9925	0.02
182373	4892	0.01
182392	2393	0.07
182422	9977	0.08
182424	7461	0.05
182435	2436	0.06
182460	4979	0.08
182464	4983	0.03
182485	40	0.02
182496	2497	0.01
182514	7551	0.08
182529	7566	0.07
182541	96	0.03
182574	129	0.02
182589	7626	0.05
182596	5115	0.06
182612	7649	0.08
182630	7667	0.00
182632	5151	0.06
182634	189	0.08
182641	196	0.07
182652	2653	0.03
182659	214	0.01
182663	218	0.07
182667	222	0.02
182676	7713	0.02
182722	2723	0.02
182725	280	0.00
182736	2737	0.07
182806	2807	0.14
182828	383	0.04
182878	2879	0.07
182896	2897	0.01
182945	5464	0.01
182959	5478	0.06
182962	517	0.08
182999	8036	0.03
183000	3001	0.07
183023	578	0.02
183057	8094	0.08
183073	3074	0.01
183073	5592	0.04
183091	5610	0.00
183095	650	0.00
183138	8175	0.00
183170	725	0.08
183193	748	0.00
183246	5765	0.03
183247	5766	0.05
183259	5778	0.04
183259	8296	0.00
183266	8303	0.04
183278	3279	0.01
183292	3293	0.06
183305	8342	0.05
183334	3335	0.08
183351	5870	0.05
183367	922	0.00
183370	5889	0.01
183372	927	0.07
183372	8409	0.04
183377	5896	0.04
183382	3383	0.02
183383	938	0.05
183388	943	0.00
183399	954	0.02
183425	980	0.06
183442	5961	0.00
183447	8484	0.05
183458	1013	0.01
183483	6002	0.01
183486	8523	0.06
183493	3494	0.04
183506	8543	0.06
183511	6030	0.08
183523	6042	0.06
183528	3529	0.01
183562	1117	0.01
183596	3597	0.07
183596	8633	0.03
183615	8652	0.00
183652	3653	0.08
183690	8727	0.05
183714	6233	0.08
183715	6234	0.03
183718	8755	0.02
183722	6241	0.04
183739	8776	0.04
183753	1308	0.01
183763	3764	0.08
183767	3768	0.02
183800	8837	0.06
183811	1366	0.04
183822	8859	0.04
183830	3831	0.01
183832	3833	0.04
183861	1416	0.04
183877	8914	0.08
183905	6424	0.05
183906	3907	0.07
183931	1486	0.07
183932	3933	0.00
183937	1492	0.02
183962	8999	0.05
183982	9019	0.03
183987	6506	0.07
183999	4000	0.02
184028	4029	0.08
184061	6580	0.06
184080	4081	0.07
184089	6608	0.03
184102	6621	0.03
184114	6633	0.05
184117	1672	0.03
184182	4183	0.04
184193	9230	0.06
184258	6777	0.01
184272	4273	0.05
184279	1834	0.08
184283	1838	0.01
184300	4301	0.08
184318	6837	0.03
184335	9372	0.03
184336	4337	0.06
184344	1899	0.03
184369	6888	0.04
184377	4378	0.01
184413	4414	0.02
184415	4416	0.02
184444	6963	0.04
184484	4485	0.06
184533	7052	0.07
184562	9599	0.02
184597	2152	0.00
184598	7117	0.01
184621	9658	0.03
184651	2206	0.05
184664	2219	0.05
184664	7183	0.06
184756	4757	0.04
184818	9855	0.00
184834	9871	0.08
184856	7375	0.08
184871	4872	0.04
184878	2433	0.05
184894	7413	0.05
184915	2470	0.03
184931	2486	0.05
184937	4938	0.06
184959	9996	0.00
184982	7501	0.05
184998	7517	0.01
185016	7535	0.01
185023	7542	0.01
185025	2580	0.07
185068	5069	0.05
185076	113	0.02
185139	7658	0.08
185158	195	0.02
185164	5165	0.02
185181	218	0.06
185192	5193	0.05
185206	7725	0.03
185207	7726	0.07
185220	257	0.07
185221	7740	0.08
185257	7776	0.00
185277	7796	0.02
185284	321	0.07
185298	5299	0.05
185301	338	0.06
185301	5302	0.05
185305	342	0.05
185319	2874	0.05
185322	2877	0.02
185330	5331	0.01
185402	439	0.01
185454	491	0.02
185503	540	0.02
185507	8026	0.06
185509	3064	0.07
185511	5512	0.07
185530	5531	0.04
185577	614	0.02
185580	8099	0.07
185585	3140	0.07
185591	5592	0.08
185660	8179	0.02
185663	8182	0.05
185759	5760	0.05
185785	5786	0.08
185814	8333	0.06
185850	5851	0.05
185861	898	0.03
185863	900	0.00
185902	3457	0.04
185925	5926	0.06
185925	8444	0.08
185956	8475	0.07
186043	6044	0.07
186045	1082	0.00
186046	3601	0.07
186047	8566	0.03
186048	6049	0.04
186069	6070	0.00
186157	3712	0.03
186172	8691	0.04
186189	6190	0.08
186242	6243	0.05
186280	8799	0.00
186345	6346	0.04
186349	3904	0.03
186367	6368	0.00
186402	8921	0.08
186404	1441	0.06
186406	6407	0.04
186434	1471	0.03
186452	1489	0.06
186459	6460	0.08
186473	6474	0.00
186492	4047	0.06
186533	9052	0.05
186541	6542	0.02
186542	6543	0.04
186572	6573	0.01
186582	4137	0.04
186592	1629	0.05
186619	6620	0.05
186664	4219	0.08
186693	1730	0.07
186734	9253	0.07
186778	4333	0.04
186802	1839	0.00
186829	6830	0.06
186841	9360	0.05
186843	1880	0.03
186897	9416	0.07
186921	6922	0.04
186928	4483	0.02
186943	4498	0.04
186950	9469	0.02
186958	6959	0.06
186972	6973	0.05
187016	7017	0.03
187018	7019	0.07
187025	2062	0.08
187050	9569	0.01
187052	4607	0.02
187065	9584	0.08
187173	4728	0.05
187206	2243	0.03
187246	2283	0.08
187299	2336	0.02
187310	9829	0.01
187322	7323	0.07
187333	2370	0.02
187339	9858	0.04
187354	2391	0.05
187362	4917	0.01
187373	9892	0.06
187389	2426	0.00
187401	4956	0.06
187419	2456	0.05
187433	2470	0.05
187439	9958	0.01
187481	5036	0.05
187484	2521	0.03
187496	7497	0.00
187510	5065	0.00
187516	35	0.00
187523	5078	0.06
187548	2585	0.02
187628	2665	0.02
187630	149	0.04
187641	160	0.07
187707	2744	0.03
187741	5296	0.01
187794	313	0.01
187798	317	0.04
187829	7830	0.02
187834	353	0.01
187842	361	0.03
187847	7848	0.05
187861	7862	0.06
187862	2899	0.00
187872	5427	0.03
187888	7889	0.01
187915	2952	0.00
187915	5470	0.03
187940	5495	0.08
188034	5589	0.01
188067	8068	0.00
188091	5646	0.05
188109	628	0.00
188117	3154	0.06
188148	5703	0.06
188162	5717	0.03
188171	3208	0.02
188203	5758	0.03
188250	8251	0.01
188252	3289	0.06
188290	8291	0.00
188305	5860	0.06
188315	8316	0.00
188317	3354	0.03
188318	5873	0.03
188322	841	0.06
188350	8351	0.07
188401	8402	0.00
188437	5992	0.06
188455	974	0.02
188474	8475	0.04
188486	6041	0.01
188537	6092	0.06
188554	3591	0.04
188574	6129	0.02
188576	3613	0.04
188591	3628	0.06
188600	8601	0.01
188627	1146	0.01
188636	6191	0.01
188685	8686	0.00
188690	6245	0.04
188706	8707	0.05
188714	1233	0.05
188735	8736	0.05
188758	1277	0.05
188804	1323	0.11
188808	1327	0.06
188830	8831	0.06
188845	8846	0.08
188861	3898	0.00
188918	3955	0.04
188922	8923	0.03
188924	8925	0.07
188936	1455	0.00
188967	1486	0.03
189013	4050	0.07
189019	9020	0.03
189021	1540	0.03
189022	1541	0.08
189027	4064	0.02
189038	9039	0.00
189040	1559	0.03
189064	4101	0.03
189088	1607	0.05
189089	9090	0.05
189104	9105	0.02
189131	6686	0.00
189136	4173	0.05
189162	9163	0.00
189197	1716	0.01
189211	6766	0.07
189215	1734	0.03
189276	1795	0.06
189280	4317	0.03
189288	4325	0.01
189295	1814	0.00
189321	6876	0.05
189336	4373	0.00
189350	1869	0.06
189366	4403	0.07
189394	9395	0.07
189398	1917	0.04
189432	4469	0.07
189459	4496	0.03
189463	1982	0.08
189475	4512	0.06
189480	9481	0.07
189496	7051	0.04
189517	7072	0.03
189539	4576	0.03
189565	2084	0.04
189582	2101	0.07
189615	7170	0.02
189656	9657	0.04
189673	9674	0.01
189693	7248	0.02
189708	9709	0.01
189760	7315	0.03
189775	2294	0.05
189785	9786	0.08
189796	7351	0.03
189801	4838	0.03
189829	9830	0.00
189879	7434	0.04
189888	4925	0.00
189912	9913	0.04
189917	9918	0.07
189949	4986	0.03
189955	7510	0.08
189967	7522	0.04
189981	9982	0.05
189992	2511	0.02
190000	1	0.07
190025	7583	0.01
190028	2548	0.01
190030	2550	0.00
190036	7594	0.05
190046	5085	0.08
190062	2582	0.08
190085	5124	0.01
190085	7643	0.04
190105	5144	0.02
190127	7685	0.08
190128	7686	0.05
190135	2655	0.01
190140	7698	0.04
190170	2690	0.05
190181	5220	0.08
190188	189	0.08
190188	5227	0.02
190193	7751	0.07
190213	5252	0.08
190223	7781	0.03
190226	227	0.08
190307	2827	0.02
190319	2839	0.08
190322	2842	0.04
190322	7880	0.05
190330	331	0.01
190353	7911	0.05
190379	7937	0.08
190381	382	0.07
190396	397	0.03
190438	7996	0.04
190444	5483	0.05
190490	3010	0.01
190502	5541	0.03
190513	8071	0.00
190562	8120	0.03
190588	5627	0.01
190656	8214	0.05
190694	5733	0.04
190697	3217	0.06
190710	8268	0.03
190723	724	0.03
190748	5787	0.01
190751	5790	0.01
190774	8332	0.03
190779	8337	0.01
190825	5864	0.07
190829	5868	0.06
190847	848	0.06
190856	3376	0.08
190867	8425	0.03
190869	8427	0.02
190876	877	0.03
190880	5919	0.05
190889	8447	0.01
190896	5935	0.01
190901	5940	0.08
190913	5952	0.04
190939	5978	0.01
190951	3471	0.03
190997	998	0.01
191052	3572	0.04
191054	1055	0.03
191054	3574	0.00
191068	3588	0.07
191094	6133	0.04
191097	1098	0.03
191113	6152	0.08
191125	3645	0.04
191186	1187	0.05
191238	3758	0.08
191241	1242	0.00
191260	3780	0.07
191268	1269	0.02
191278	1279	0.05
191342	1343	0.08
191361	8919	0.08
191374	6413	0.04
191389	6428	0.07
191443	6482	0.04
191449	9007	0.06
191457	6496	0.08
191460	6499	0.04
191504	4024	0.08
191525	9083	0.02
191534	9092	0.05
191542	1543	0.03
191547	1548	0.01
191552	1553	0.04
191583	4103	0.04
191626	6665	0.05
191656	1657	0.04
191665	6704	0.04
191669	4189	0.00
191703	6742	0.03
191730	9288	0.07
191738	1739	0.01
191752	6791	0.08
191755	6794	0.01
191759	1760	0.00
191796	9354	0.04
191801	4321	0.02
191809	1810	0.01
191809	9367	0.08
191811	1812	0.03
191829	1830	0.04
191834	4354	0.03
191891	4411	0.05
191929	1930	0.00
191929	9487	0.03
191935	9493	0.00
191956	9514	0.01
191966	9524	0.07
191999	4519	0.07
192002	7041	0.00
192029	4549	0.08
192129	7168	0.01
192136	4656	0.08
192158	4678	0.00
192161	4681	0.03
192166	7205	0.07
192178	7217	0.01
192201	7240	0.05
192204	7243	0.06
192211	7250	0.03
192213	7252	0.01
192230	9788	0.00
192240	4760	0.01
192252	9810	0.05
192322	2323	0.04
192358	2359	0.03
192360	2361	0.04
192371	2372	0.03
192385	4905	0.01
192388	4908	0.04
192426	7465	0.06
192434	2435	0.03
192440	4960	0.07
192500	5020	0.07
192511	7550	0.05
192516	5036	0.04
192585	143	0.07
192622	5142	0.05
192627	2628	0.00
192627	5147	0.07
192642	5162	0.00
192712	2713	0.00
192728	286	0.08
192758	5278	0.02
192785	7824	0.00
192806	7845	0.01
192809	2810	0.04
192894	452	0.06
192904	5424	0.02
192915	473	0.05
192916	2917	0.02
192923	2924	0.01
192958	5478	0.00
192991	8030	0.05
193009	8048	0.00
193048	8087	0.06
193067	3068	0.03
193081	3082	0.08
193082	5602	0.06
193102	8141	0.03
193140	3141	0.00
193143	3144	0.07
193150	8189	0.07
193152	710	0.00
193153	8192	0.03
193158	8197	0.03
193176	5696	0.05
193181	8220	0.07
193197	8236	0.01
193257	815	0.05
193269	8308	0.01
193295	3296	0.04
193298	856	0.08
193319	877	0.02
193377	3378	0.06
193396	8435	0.05
193400	958	0.00
193400	5920	0.07
193410	5930	0.02
193453	5973	0.05
193476	3477	0.06
193478	5998	0.01
193509	8548	0.05
193511	3512	0.05
193517	8556	0.04
193535	6055	0.07
193576	6096	0.06
193597	8636	0.00
193599	3600	0.00
193632	1190	0.02
193646	1204	0.06
193699	8738	0.08
193702	1260	0.02
193712	1270	0.05
193713	8752	0.07
193715	8754	0.02
193719	3720	0.03
193745	1303	0.01
193749	8788	0.01
193770	3771	0.04
193774	8813	0.07
193779	8818	0.02
193793	6313	0.00
193828	1386	0.08
193834	6354	0.01
193864	1422	0.01
193886	6406	0.02
193887	1445	0.02
193916	6436	0.07
193921	1479	0.01
193922	3923	0.05
193950	3951	0.02
193979	6499	0.05
193992	9031	0.01
194006	1564	0.06
194020	1578	0.03
194040	6560	0.02
194045	9084	0.01
194091	6611	0.08
194109	9148	0.03
194110	4111	0.03
194115	4116	0.03
194121	4122	0.08
194141	9180	0.08
194197	4198	0.02
194197	6717	0.03
194201	4202	0.07
194222	9261	0.05
194225	4226	0.06
194228	1786	0.07
194232	6752	0.01
194268	4269	0.01
194274	6794	0.00
194289	9328	0.01
194311	4312	0.02
194315	1873	0.00
194380	6900	0.04
194388	9427	0.08
194425	4426	0.08
194436	4437	0.07
194465	9504	0.06
194541	9580	0.07
194550	2108	0.00
194568	2126	0.02
194616	9655	0.06
194658	2216	0.05
194659	7179	0.01
194676	7196	0.05
194708	9747	0.00
194719	4720	0.07
194756	9795	0.06
194769	2327	0.07
194825	4826	0.05
194844	7364	0.07
194864	7384	0.06
194880	9919	0.00
194902	4903	0.03
194908	7428	0.08
194928	9967	0.02
194960	4961	0.02
194995	4996	0.01
195055	94	0.02
195061	100	0.04
195068	7588	0.00
195084	2642	0.08
195101	140	0.02
195101	7621	0.03
195125	2683	0.08
195180	7700	0.03
195196	2754	0.06
195198	2756	0.04
195218	7738	0.04
195221	5222	0.08
195228	2786	0.08
195254	7774	0.06
195267	306	0.04
195288	5289	0.01
195301	2859	0.04
195308	7828	0.07
195335	2893	0.06
195369	7889	0.06
195376	7896	0.01
195389	428	0.01
195390	5391	0.05
195479	3037	0.04
195513	3071	0.07
195526	3084	0.03
195560	3118	0.04
195562	3120	0.03
195610	3168	0.01
195619	5620	0.06
195623	5624	0.07
195628	8148	0.02
195631	3189	0.00
195635	674	0.01
195644	3202	0.04
195649	3207	0.07
195666	8186	0.05
195678	3236	0.06
195697	5698	0.01
195700	5701	0.00
195722	761	0.02
195742	8262	0.08
195749	788	0.05
195761	800	0.01
195770	3328	0.05
195813	5814	0.08
195822	861	0.05
195824	8344	0.04
195826	5827	0.05
195833	3391	0.01
195846	3404	0.07
195852	8372	0.06
195853	5854	0.04
195860	5861	0.08
195874	3432	0.04
195878	8398	0.04
195889	928	0.05
195921	5922	0.00
195968	1007	0.08
196057	1096	0.07
196085	3643	0.01
196109	6110	0.00
196113	1152	0.00
196119	3677	0.01
196126	8646	0.04
196140	6141	0.02
196156	1195	0.06
196217	8737	0.05
196219	8739	0.00
196227	6228	0.03
196236	3794	0.00
196270	8790	0.06
196358	1397	0.08
196388	3946	0.00
196400	3958	0.02
196404	6405	0.01
196408	3966	0.04
196412	1451	0.00
196451	4009	0.07
196476	8996	0.04
196483	6484	0.07
196504	4062	0.04
196512	6513	0.01
196532	6533	0.06
196546	9066	0.00
196550	6551	0.05
196554	4112	0.00
196603	6604	0.05
196620	4178	0.00
196629	4187	0.07
196629	9149	0.00
196654	1693	0.07
196661	9181	0.06
196663	1702	0.02
196689	1728	0.04
196712	1751	0.07
196716	4274	0.02
196730	1769	0.00
196745	4303	0.03
196755	4313	0.06
196826	9346	0.07
196848	9368	0.02
196886	1925	0.02
196916	6917	0.06
196935	9455	0.08
196949	1988	0.08
196958	6959	0.03
196959	9479	0.04
196963	9483	0.06
196964	9484	0.07
196985	9505	0.00
196988	6989	0.03
197025	2064	0.06
197032	2071	0.00
197049	2088	0.01
197072	9592	0.04
197110	4668	0.03
197110	7111	0.00
197115	4673	0.05
197138	2177	0.04
197149	9669	0.01
197156	2195	0.06
197159	7160	0.00
197161	4719	0.08
197166	2205	0.03
197203	2242	0.06
197227	4785	0.05
197228	4786	0.06
197244	7245	0.06
197250	9770	0.00
197300	9820	0.03
197310	2349	0.01
197391	2430	0.02
197395	4953	0.08
197409	2448	0.01
197475	7476	0.03
197483	2522	0.04
197491	2530	0.02
197500	5058	0.00
197507	27	0.07
197553	2592	0.05
197592	112	0.04
197607	7608	0.00
197613	5171	0.05
197621	5179	0.07
197651	7652	0.03
197665	185	0.01
197667	7668	0.00
197698	2737	0.06
197698	5256	0.01
197704	5262	0.08
197722	242	0.01
197722	2761	0.02
197758	278	0.01
197826	346	0.06
197832	352	0.06
197837	7838	0.03
197847	367	0.08
197870	7871	0.00
197876	7877	0.05
197881	2920	0.04
197897	417	0.01
197901	5459	0.06
197917	2956	0.00
197921	441	0.00
197927	2966	0.03
197958	478	0.07
197979	7980	0.04
198021	5579	0.05
198027	3066	0.01
198037	8038	0.05
198055	3094	0.06
198067	8068	0.08
198068	3107	0.05
198088	3127	0.02
198124	644	0.01
198140	8141	0.07
198168	688	0.04
198175	695	0.08
198175	5733	0.07
198193	5751	0.06
198212	3251	0.01
198215	5773	0.06
198221	8222	0.05
198265	8266	0.03
198313	833	0.04
198344	5902	0.07
198372	5930	0.04
198375	5933	0.00
198391	3430	0.00
198401	8402	0.07
198445	6003	0.08
198491	3530	0.01
198532	1052	0.06
198557	1077	0.04
198566	1086	0.09
198569	8570	0.08
198597	8598	0.02
198644	6202	0.14
198650	6208	0.06
198665	3704	0.07
198686	8687	0.07
198705	8706	0.02
198725	6283	0.00
198758	1278	0.01
198766	3805	0.07
198770	3809	0.05
198786	3825	0.05
198787	1307	0.08
198793	1313	0.04
198834	3873	0.06
198854	3893	0.05
198873	8874	0.06
198900	6458	0.07
198918	8919	0.00
198936	8937	0.01
198939	8940	0.06
